CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
12-01-0153-46,12-001,SAN MARCOS,SAN MARCOS,"COLEGIO DE ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION ""CETESC""",ALDEA SAN SEBASTIAN,57784639,ENIO RELMAN MALDONADO SOLIS,REYNA HUBERLINDA ANGEL DE LEON,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0155-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SAN ANTONIO""",ALDEA SAN ANTONIO SERCHIL,50015525,JORGE EBERTO SOLORZANO SANCHEZ,JOSE LUIS RODRIGUEZ LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0158-46,12-063,SAN MARCOS,SAN MARCOS,COLEGIO BILINGUE JUAN PABLO SEGUNDO,6TA. CALLE 15-153 ZONA 4,77259502,HELIUV EDILZAR VASQUEZ NAVARRO,BRENDY ODILIA BAUTISTA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0159-46,12-063,SAN MARCOS,SAN MARCOS,COLEGIO BILINGUE JUAN PABLO SEGUNDO,6TA. CALLE 15-153 ZONA 4,77259502,HELIUV EDILZAR VASQUEZ NAVARRO,BRENDY ODILIA BAUTISTA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0166-46,12-100,SAN MARCOS,SAN MARCOS,COLEGIO MIXTO EVANGELICO CASA DE JEHOVA,5TA CALLE 14-42 ZONA 5,56934853,JORGE EBERTO SOLORZANO SANCHEZ,RONY ABISAI MIRANDA OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0168-46,12-063,SAN MARCOS,SAN MARCOS,"ESCUELA CRISTIANA ""PALABRA EN ACCION""",16 AVENIDA 5-63 ZONA 5,38880527,HELIUV EDILZAR VASQUEZ NAVARRO,JOSE VICTOR NAVARRO MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0169-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO BILINGUE ""ADVANCE""",5TA. CALLE 5-81 ZONA 2,77602870,HELIUV EDILZAR VASQUEZ NAVARRO,YESENIA AZUCENA GOMEZ ROMERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0170-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO BILINGUE ""ADVANCE""",5A. CALLE 5-81 ZONA 2,77602870,HELIUV EDILZAR VASQUEZ NAVARRO,YESENIA AZUCENA GOMEZ ROMERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0171-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO BILINGUE ""ADVANCE""",5A. CALLE 5-81 ZONA 2,77602870,HELIUV EDILZAR VASQUEZ NAVARRO,YESENIA AZUCENA GOMEZ ROMERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0172-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO BILINGUE ""ADVANCE""",5A. CALLE 5-81 ZONA 2,77602870,HELIUV EDILZAR VASQUEZ NAVARRO,YESENIA AZUCENA GOMEZ ROMERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0173-46,12-063,SAN MARCOS,SAN MARCOS,"INSTITUTO TECNOLOGICO PARTICULAR ""SAN MARCOS""","8A. CALLE ""B"" 6-10 ZONA 2",77604294,HELIUV EDILZAR VASQUEZ NAVARRO,VICTOR ALFREDO CITE ORDONEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0174-46,12-109,SAN MARCOS,SAN MARCOS,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,CABECERA MUNICIPAL,33078722,VIOLETA FLORIDALMA FUENTES QUIROA,PATRICIA FABIOLA SHAC PEREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0175-46,12-109,SAN MARCOS,SAN MARCOS,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA PRONEA,8A. AVENIDA 9-00 ZONA 1,54176070,VIOLETA FLORIDALMA FUENTES QUIROA,ELUVIA VANESSA DE LEON VEGA DE ARANDI,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,SAN MARCOS
12-01-0176-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO MIXTO EVANGELICO ""CASA DE JEHOVA""",5TA. CALLE 14-42 ZONA 5,56934853,JORGE EBERTO SOLORZANO SANCHEZ,RONY ABISAI MIRANDA OROZCO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-0177-46,12-100,SAN MARCOS,SAN MARCOS,COLEGIO BILINGUE MONTESSORI,5TA. CALLE 14-291 ZONA 5,77606792,JORGE EBERTO SOLORZANO SANCHEZ,EVERTO ROBLERO GALVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-0178-46,12-109,SAN MARCOS,SAN MARCOS,CENTRO DE EDUCACION EXTRAESCOLAR -CEEX-,8A. AVENIDA 9-00 ZONA 1,45169723,VIOLETA FLORIDALMA FUENTES QUIROA,RONY GUELMAN CARRETO AGUILAR,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0183-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SAGRADO CORAZON""","10AV. 9-71, ZONA 3",30162378,JORGE EBERTO SOLORZANO SANCHEZ,MAGNOLIA ROSALETT CIFUENTES BARRIOS DE AVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS
12-01-0184-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SAGRADO CORAZON""","10AV. 9-71, ZONA 3",30162378,JORGE EBERTO SOLORZANO SANCHEZ,MAGNOLIA ROSALETT CIFUENTES BARRIOS DE AVILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-0186-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""JERUSALEM""",5A. CALLE 9-38 ZONA 4,77609649,HELIUV EDILZAR VASQUEZ NAVARRO,DELIA MAEGLI DE LEON OVALLE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS
12-01-0188-46,12-100,SAN MARCOS,SAN MARCOS,COLEGIO MIXTO EVANGELICO CASA DE JEHOVA,"5TA.CALLE 14-42, ZONA 5",56934853,JORGE EBERTO SOLORZANO SANCHEZ,MARIA LORENA MONTUFAR BOJ DE SALVADOR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS
12-01-0190-46,12-100,SAN MARCOS,SAN MARCOS,"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""","8A. AVENIDA 4-21 ZONA 2,",77601549,JORGE EBERTO SOLORZANO SANCHEZ,EDGAR ROLANDO SIGUENZA RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),SAN MARCOS
12-01-0191-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""JERUSALEM""",5A. CALLE 9-38 ZONA 4,77609649,HELIUV EDILZAR VASQUEZ NAVARRO,DELIA MAEGLI DE LEON OVALLE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-1048-46,12-001,SAN MARCOS,SAN MARCOS,ESCUELA TECNICA DE COMPUTACION,15AV. 1-177 ZONA 5,77679414,ENIO RELMAN MALDONADO SOLIS,BORIS EZEQUIEL GODINEZ OROZCO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-1203-46,,SAN MARCOS,SAN MARCOS,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'ESCUELA TECNICA DE COMPUTACION',"CALZADA REVOLUCION DEL 71, 2-41 ZONA 1",77602153,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-1204-46,99-001,SAN MARCOS,SAN MARCOS,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'ADOLFO MENDEZ ZEPEDA',8A. AVENIDA 4-21 ZONA 2,77601360,SILVIA EUGENIA VALDEZ MONTERROSO DE CARBALLO,---,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-3037-46,12-063,SAN MARCOS,SAN MARCOS,"INSTITUTO TECNOLOGICO PARTICULAR ""SAN MARCOS""",7A. CALLE 12-99 ZONA 4,77608689,HELIUV EDILZAR VASQUEZ NAVARRO,VICTOR ALFREDO CITE ORDONEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-3610-46,12-100,SAN MARCOS,SAN MARCOS,"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""",8 AV. 4-21 ZONA 2,77601549,JORGE EBERTO SOLORZANO SANCHEZ,,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4191-46,12-001,SAN MARCOS,SAN MARCOS,INSTITUTO PRIVADO MIXTO EDUCATIVO FORMACION INTEGRAL (IPEFI),8A. AVENIDA A 7-37 ZONA 2,77605050,ENIO RELMAN MALDONADO SOLIS,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4194-46,12-001,SAN MARCOS,SAN MARCOS,COLEGIO DE 'ESTUDIOS TECNICOS ESPECIALIZADOS EN COMPUTACION' (CETESC),ALDEA SAN SEBASTIAN,57784639,ENIO RELMAN MALDONADO SOLIS,REYNA HUBERLINDA ANGEL DE LEON,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4212-46,,SAN MARCOS,SAN MARCOS,COLEGIO PARTICULAR MIXTO 'ADOLFO MENDEZ ZEPEDA',8A. AVE. 4-21 ZONA 2,77601360,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4645-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""JERUSALEM""",5A. CALLE 9-38 ZONA 4,59940874,HELIUV EDILZAR VASQUEZ NAVARRO,DELIA MAEGLI DE LEON OVALLE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4648-46,12-063,SAN MARCOS,SAN MARCOS,COLEGIO LA ASUNCION,5A. CALLE FINAL 15-575 ZONA 5,77605316,HELIUV EDILZAR VASQUEZ NAVARRO,ROSALINA TEODORA BAQUIAX VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SAN MARCOS
12-01-4653-46,12-063,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""JERUSALEM""",5A. CALLE 9-38 ZONA 4,77609611,HELIUV EDILZAR VASQUEZ NAVARRO,DELIA MAEGLI DE LEON OVALLE,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-4704-46,12-063,SAN MARCOS,SAN MARCOS,ESCUELA NORMAL DE EDUCACION FISICA,2A. AVENIDA Y 11 CALLE ZONA 1,77609239,HELIUV EDILZAR VASQUEZ NAVARRO,HERICK JULIAN SOSA ARREAGA,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SAN MARCOS
12-01-5089-46,12-001,SAN MARCOS,SAN MARCOS,ESCUELA DE EDUCACION SUPERIOR,5A. CALLE 8-44 ZONA 2,77596393,ENIO RELMAN MALDONADO SOLIS,ENIO RELMAN MALDONADO SOLIS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SAN MARCOS
12-01-5259-46,12-100,SAN MARCOS,SAN MARCOS,"COLEGIO PARTICULAR MIXTO ""SAN ANTONIO""",ALDEA SAN ANTONIO SERCHIL,33257604,JORGE EBERTO SOLORZANO SANCHEZ,JOSE LUIS RODRIGUEZ LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
12-02-0049-46,12-006,SAN MARCOS,SAN PEDRO SACATEPEQUEZ,INSTITUTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA DE ENSENANZA,ALDEA SAN ANDRES CHAPIL,45379387,LUIS ALFREDO MAZARIEGOS SCOT,,DIVERSIFICADO,COOPERATIVA,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SAN MARCOS
