CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
08-01-0241-46,08-001,TOTONICAPAN,TOTONICAPAN,COLEGIO ADVENTISTA MARANATHA,4TA. CALLE 0-10 DE LA ZONA 2,77661520.0,MIGUEL AJPOP VASQUEZ,PATROCINIO ABELINO TZUL BARRENO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-01-0243-46,08-001,TOTONICAPAN,TOTONICAPAN,"INSTITUTO TECNOLOGICO PARA EL DESARROLLO ""INTED""",6A. CALLE 12-25 ZONA 3,77662044.0,MIGUEL AJPOP VASQUEZ,PAULINA SILVERIA AGUILAR PEREZ DE PUAC,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-0246-46,08-001,TOTONICAPAN,TOTONICAPAN,COLEGIO EVANGELICO PRE-UNIVERSITARIO TRILINGUE DE OCCIDENTE,CASERIO SEGUNDO PALEMOB ALDEA VASQUEZ,59862691.0,MIGUEL AJPOP VASQUEZ,EDWIN DAVID GUTIERREZ DE LEON,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-01-0247-46,08-001,TOTONICAPAN,TOTONICAPAN,COLEGIO CIENTIFICO Y TECNOLOGICO EL PEDREGAL,"4TA CALLE LA PEDRERA, ALDEA NIMASAC",77667252.0,MIGUEL AJPOP VASQUEZ,ANDRES RAMON GARCIA VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-01-0252-46,08-024,TOTONICAPAN,TOTONICAPAN,"COLEGIO PREUNIVERSITARIO ""SAN AGUSTIN""","4TA CALLE, ALDEA NIMASAC",57242098.0,MIGUEL AJPOP VASQUEZ,ANDRES RAMON GARCIA VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-0254-46,08-024,TOTONICAPAN,TOTONICAPAN,"COLEGIO PREUNIVERSITARIO ""SAN AGUSTIN""","4TA CALLE, ALDEA NIMASAC",57242098.0,MIGUEL AJPOP VASQUEZ,ANDRES RAMON GARCIA VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),TOTONICAPAN
08-01-0255-46,08-001,TOTONICAPAN,TOTONICAPAN,"COLEGIO PREUNIVERSITARIO ""SAN AGUSTIN""","4TA CALLE, ALDEA NIMASAC",57242098.0,MIGUEL AJPOP VASQUEZ,ANDRES RAMON GARCIA VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-01-0257-46,08-024,TOTONICAPAN,TOTONICAPAN,"COLEGIO PREUNIVERSITARIO ""SAN AGUSTIN""","4TA CALLE, ALDEA NIMASAC",57242098.0,MIGUEL AJPOP VASQUEZ,ANDRES RAMON GARCIA VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-01-0259-46,08-024,TOTONICAPAN,TOTONICAPAN,"""COLEGIO EVANGELICO PRE-UNIVERSITARIO TRILINGUE DE OCCIDENTE""","CASERIO SEGUNDO PALEMOB´, ALDEA VASQUEZ",59862691.0,MIGUEL AJPOP VASQUEZ,EDWIN DAVID GUTIERREZ DE LEON,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-0261-46,08-024,TOTONICAPAN,TOTONICAPAN,CENTRO DE ESTUDIOS AVANZADOS CEA,9 CALLE A 08-43 ZONA 3,77663283.0,MIGUEL AJPOP VASQUEZ,LUIS NERY MORALES GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-0262-46,08-024,TOTONICAPAN,TOTONICAPAN,"COLEGIO EVANGELICO METODISTA ""ESMIRNA""",SECTOR 2 CANTON CHUIXCHIMAL,77661272.0,MIGUEL AJPOP VASQUEZ,MYNOR ESTUARDO XURUC GUARAN,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-0265-46,08-024,TOTONICAPAN,TOTONICAPAN,"COLEGIO MIXTO PARTICULAR ""JUAN FRANKLIN""",3A CALLE 12-08 DE LA ZONA 2,77661920.0,MIGUEL AJPOP VASQUEZ,JOSE LUIS IXCAQUIC AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-0267-46,08-025,TOTONICAPAN,TOTONICAPAN,"PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA, PRONEA.","RUINAS DEL MOLINO, PARAJE AGUA TIBIA, CANTON POXLAJUJ.",48422020.0,VICTOR JESUS TZIC LACAN,VICTOR JESUS TZIC LACAN,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,TOTONICAPAN
08-01-0268-46,08-025,TOTONICAPAN,TOTONICAPAN,CENTRO DE EDUCACION EXTRAESCOLAR-CEEX-DEPARTAMENTAL,"RUINAS DEL MOLINO, PARAJE AGUA TIBIA, CANTON POXLAJUJ.",55372711.0,VICTOR JESUS TZIC LACAN,PABLO ALFREDO PETZEY COX,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,TOTONICAPAN
08-01-0270-46,08-024,TOTONICAPAN,TOTONICAPAN,"COLEGIO MIXTO PARTICULAR ""JUAN FRANKLIN""","3A. CALLE 12-08, ZONA 2",77661920.0,MIGUEL AJPOP VASQUEZ,JOSE LUIS IXCAQUIC AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DIA A LA SEMANA),TOTONICAPAN
08-01-0479-46,08-024,TOTONICAPAN,TOTONICAPAN,COLEGIO EVANGELICO GUATEMALA,2A. CALLE 12-35 ZONA 2,77662045.0,MIGUEL AJPOP VASQUEZ,KEILA MARITZA BAQUIAX VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-0503-46,08-001,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL RURAL DE OCCIDENTE NO. 2,ZONA 5 PARAJE PARRAMON,42108091.0,MIGUEL AJPOP VASQUEZ,JUAN VIRGILIO GARCIA VASQUEZ,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-0511-46,08-024,TOTONICAPAN,TOTONICAPAN,"COLEGIO MIXTO PARTICULAR ""JUAN FRANKLIN""","3A. CALLE 12-08, ZONA 2",77661920.0,MIGUEL AJPOP VASQUEZ,JOSE LUIS IXCAQUIC AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-01-2110-46,08-024,TOTONICAPAN,TOTONICAPAN,INSTITUTO TECNICO EN COMPUTACION TOTONICAPENSE,11AV. 9-48 ZONA 3,77665135.0,MIGUEL AJPOP VASQUEZ,TERESA DE JESUS VELIZ REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-2230-46,08-001,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL DE EDUCACION FISICA,FINAL ZONA 2 PARAJE PARRAMON,41140029.0,MIGUEL AJPOP VASQUEZ,PEDRO NICOLAS ALVAREZ IXCAQUIC,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),TOTONICAPAN
08-01-2234-46,08-001,TOTONICAPAN,TOTONICAPAN,INSTITUTO DE BACHILLERATO EN COMPUTACION,"17 AVENIDA 2-250 ZONA 2, TOTONICAPN TOTONICAPAN",46190931.0,MIGUEL AJPOP VASQUEZ,SARA ESTELA CUA DE LEON,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-2245-46,08-001,TOTONICAPAN,TOTONICAPAN,ESCUELA NORMAL PRIMARIA BILINGUE INTERCULTURAL ADSCRITA A LA ENRO,"PARAJE PARRAMON, ZONA 5",42108091.0,MIGUEL AJPOP VASQUEZ,JUAN VIRGILIO GARCIA VASQUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-2379-46,08-024,TOTONICAPAN,TOTONICAPAN,INSTITUTO TECNICO EN COMPUTACION TOTONICAPENSE,11AV. 9-48 ZONA 3,77665135.0,MIGUEL AJPOP VASQUEZ,TERESA DE JESUS VELIZ REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-01-2498-46,08-001,TOTONICAPAN,TOTONICAPAN,COLEGIO CIENTIFICO Y TECNOLOGICO EL PEDREGAL,CALLE LA PEDRERA ALDEA NIMASAC,77667252.0,MIGUEL AJPOP VASQUEZ,ANDRES RAMON GARCIA VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-01-2499-46,08-001,TOTONICAPAN,TOTONICAPAN,COLEGIO CIENTIFICO Y TECNOLOGICO EL PEDREGAL,CALLE LA PEDRERA ALDEA NIMASAC,77667252.0,MIGUEL AJPOP VASQUEZ,ANDRES RAMON GARCIA VASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0001-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,LICEO PREUNIVERSITARIO SAN CRISTOBAL,"3.A AVENIDA ""A"" 7-64 ZONA 1, BARRIO LAS CLARAS",42675954.0,YESENIA CAROLINA TACAM MORALES,VIOLETA MARLENE TECUM MALDONADO DE GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0003-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,LICEO PREUNIVERSITARIO SAN CRISTOBAL,"6A. CALLE 2-45 ZONA 1 VILLA ERNERSTINA, BARRIO LAS CLARAS",54035922.0,YESENIA CAROLINA TACAM MORALES,VIOLETA MARLENE TECUM MALDONADO DE GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-02-0033-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"COLEGIO PRIVADO MIXTO ""FUENTE DE SABIDURIA""","PARAJE PABELLA, CANTON SAN RAMON",41252061.0,YESENIA CAROLINA TACAM MORALES,ISLADYS SILVANA ESTRADA ESTRADA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0042-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,COLEGIO PRIVADO MIXTO FRANCISCO MARROQUIN,"1A. CALLE 2-28 ZONA 2 ""BARRIO EL SALVADOR""",77375333.0,YESENIA CAROLINA TACAM MORALES,MAMERTO ANIBAL LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0048-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"COLEGIO PRIVADO MIXTO ""FRANCISCO MARROQUIN""","1A. CALLE 2-28 ZONA 2 ""BARRIO EL SALVADOR""",77375333.0,YESENIA CAROLINA TACAM MORALES,MAMERTO ANIBAL BARRIOS LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-02-0050-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"INSTITUTO PRIVADO TECNOLOGICO INTERCONTINENTAL ""SION""",COLONIA VILLAS DEL MONTE SION CANTON XECANCHAVOX,58598102.0,YESENIA CAROLINA TACAM MORALES,SAMUEL RAYMUNDO VASQUEZ TZUL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0051-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"COLEGIO EVANGELICO METODISTA ""JUAN WESLEY""",2DA AVENIDA 16-98 ZONA 7 BARRIO LA CIENAGA,77678387.0,YESENIA CAROLINA TACAM MORALES,TIMOTEO CHOCOY PAR,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0053-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"INSTITUTO PRIVADO TECNOLOGICO INTERCONTINENTAL ""SION""",COLONIA VILLAS DEL MONTE SION ALDEA XECANCHAVOX,58598102.0,YESENIA CAROLINA TACAM MORALES,SAMUEL RAYMUNDO VASQUEZ TZUL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0055-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,COLEGIO CRISTIANO DEL VALLE,1ERA. AVENIDA 9-40 ZONA 4 BARRIO SANTIAGO,77929310.0,YESENIA CAROLINA TACAM MORALES,ANALIA LIMA SOTO DE LA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0056-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,COLEGIO CRISTIANO DEL VALLE,1ERA. AVENIDAD 9-40 ZONA 4 BARRIO SANTIAGO,77929310.0,YESENIA CAROLINA TACAM MORALES,ANALIA LIMA SOTO DE LA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-02-0061-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"INSTITUTO TECNOLOGICO ""AGUA VIVA""",2DA CALLE 5-58 ZONA 2 BARRIO SAN SEBASTIAN,54295008.0,YESENIA CAROLINA TACAM MORALES,JOSE MARIA XICAY DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0063-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"""INSTITUTO PRIVADO MIXTO UK´UX AQ´AB´AL""","4TA CALLE 3-49 ZONA 1, BARRIO EL SALVADOR",36219342.0,YESENIA CAROLINA TACAM MORALES,ELIDA SANTOS HERNANDEZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-02-0064-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"COLEGIO PRIVADO MIXTO ""MIGUEL ANGEL ASTURIAS""","2DA CALLE 6-68 ZONA 1, BARRIO SAN SEBASTIAN",54185571.0,YESENIA CAROLINA TACAM MORALES,JOSE RUBEN LOPEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0065-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"COLEGIO PRIVADO MIXTO ""MIGUEL ANGEL ASTURIAS""","2DA CALLE 6-68 ZONA 1, BARRIO SAN SEBASTIAN",77374579.0,YESENIA CAROLINA TACAM MORALES,JOSE RUBEN LOPEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),TOTONICAPAN
08-02-0067-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"LICEO PREUNIVERSITARIO ""SAN CRISTOBAL""","3ERA AVENIDA A 7-64 ZONA 1, BARRIO LAS CLARAS",42675954.0,YESENIA CAROLINA TACAM MORALES,VIOLETA MARLENE TECUM MALDONADO DE GODINEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-02-0068-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,COLEGIO CRISTIANO DEL VALLE,1ERA AVENIDA 9-40 ZONA 4 BARRIO SANTIAGO,77929310.0,YESENIA CAROLINA TACAM MORALES,ANALIA LIMA SOTO DE LA CRUZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-02-0069-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"INSTITUTO PRIVADO TECNOLOGICO INTERCONTINENTAL ""SION""","COLONIA VILLAS DEL MONTE SION, ALDEA XECANCHAVOX",58598102.0,YESENIA CAROLINA TACAM MORALES,SAMUEL RAYMUNDO VAQUEZ TZUL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),TOTONICAPAN
08-02-0094-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,INSTITUTO PRIVADO MIXTO UK´UX AQ´AB´AL,"4TA CALLE 3-49 ZONA 1, BARRIO EL SALVADOR",36219342.0,YESENIA CAROLINA TACAM MORALES,ELIDA SANTOS HERNANDEZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DIAS A LA SEMANA),TOTONICAPAN
08-02-0096-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"COLEGIO PRIVADO MIXTO ""MIGUEL ANGEL ASTURIAS""",6TA. AVENIDA 3-49 ZONA 6 BARRIO REFORMA.,45436421.0,YESENIA CAROLINA TACAM MORALES,JOSE RUBEN LOPEZ LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DIAS A LA SEMANA),TOTONICAPAN
08-02-0098-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,LICEO PREUNIVERSITARIO SAN CRISTOBAL,"3A. AVENIDAD ""A"" 7-64 ZONA 1, BARRIO LAS CLARAS.",42675954.0,YESENIA CAROLINA TACAM MORALES,VIOLETA MARLENE TECUM MALDONADO DE GODINEZ.,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DIAS A LA SEMANA),TOTONICAPAN
08-02-0099-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"COLEGIO PRIVADO MIXTO ""FRANCISCO MARROQUIN""",1ERA CLLE 2-28 ZONA 2 BARRIO SAN SALVADOR,42470723.0,YESENIA CAROLINA TACAM MORALES,MAMERTO ANIBAL BARRIOS LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DIAS A LA SEMANA),TOTONICAPAN
08-02-2291-46,08-007,TOTONICAPAN,SAN CRISTOBAL TOTONICAPAN,"""INSTITUTO DE EDUCACION BASICA POR MADUREZ UK UXAQ AB AL""",4TA. CALLE 3-49 ZONA 4,36219342.0,YESENIA CAROLINA TACAM MORALES,ELIDA SANTOS HERNANDEZ HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
08-03-0050-46,08-009,TOTONICAPAN,SAN FRANCISCO EL ALTO,COLEGIO CIENCIA Y CULTURA,1A. AVENIDA 4-33 ZONA 1,51071549.0,HEBERTO WOTZBELI PALACIOS JUC,BENJAMIN EDUARDO PACHECO HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,TOTONICAPAN
